1098 0
1100 2
1105 2
1108 2
1109 2
1114 2
1115 2
1116 2
1130 1
1142 2
1144 1
1148 1
1149 2
1152 1
1157 1
1159 1
1164 2
1168 1
1179 0
1181 2
1190 2
1191 1
1193 2
1196 2
1202 2
1205 2
1207 2
1209 0
1210 2
1221 1
1232 0
1238 2
1245 2
1246 2
1260 1
1261 2
1295 2
1305 3
1307 3
1320 3
1323 3
1327 3
1332 3
1352 3
1362 3
1363 3
1365 3
1373 3
1374 3
1377 3
1378 3
1383 3
1385 3
1391 3
1393 3
1395 3
1399 3
1401 3
1416 3
1460 3
1469 3
1485 2
1525 0
1535 0
1547 3
1613 2
1625 2
1629 2
1658 0
1660 1
1671 0
1701 3
1702 3
1769 3
1784 3
